,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,scores,anomaly
92,1,3,00:00:00:00:00:04,242,365904,aaltosea1,rohe_test_isntance,experiment1,1.0037548542022705,rohe_test_stage,sdn,-16.749999979250184,-1
93,1,3,00:00:00:00:00:04,228,344736,aaltosea1,rohe_test_isntance,experiment1,1.004709243774414,rohe_test_stage,sdn,-639034.3800825758,-1
112,1,4,00:00:00:00:00:01,6,5384,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-0.7813559322030272,-1
125,1,4,00:00:00:00:00:01,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.004709243774414,rohe_test_stage,sdn,-1.087266259762948,-1
127,1,4,00:00:00:00:00:01,3,2144,aaltosea1,rohe_test_isntance,experiment1,1.005669116973877,rohe_test_stage,sdn,-23452.701016247272,-1
129,1,4,00:00:00:00:00:02,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.0010969638824463,rohe_test_stage,sdn,-0.02411261504734563,-1
130,1,4,00:00:00:00:00:02,2,1180,aaltosea1,rohe_test_isntance,experiment1,1.00624418258667,rohe_test_stage,sdn,-62974.256655844525,-1
133,1,4,00:00:00:00:00:02,3,2144,aaltosea1,rohe_test_isntance,experiment1,1.0057098865509033,rohe_test_stage,sdn,-39962.868982919004,-1
145,1,4,00:00:00:00:00:02,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0016279220581055,rohe_test_stage,sdn,-0.403537378329204,-1
150,1,4,00:00:00:00:00:02,5,3872,aaltosea1,rohe_test_isntance,experiment1,1.0045251846313477,rohe_test_stage,sdn,-336181.4777877293,-1
168,1,4,00:00:00:00:00:03,2,1180,aaltosea1,rohe_test_isntance,experiment1,1.0030550956726074,rohe_test_stage,sdn,-33631.23118125718,-1
175,1,4,00:00:00:00:00:03,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.005141019821167,rohe_test_stage,sdn,-0.3786976017709438,-1
176,1,4,00:00:00:00:00:03,2,1554,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-4253.679857262453,-1
185,1,4,00:00:00:00:00:03,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0064399242401123,rohe_test_stage,sdn,-5.044524997804301,-1
189,1,4,00:00:00:00:00:03,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.004709243774414,rohe_test_stage,sdn,-0.06133770646320036,-1
199,1,4,00:00:00:00:00:06,0,0,aaltosea1,rohe_test_isntance,experiment1,1.0013678073883057,rohe_test_stage,sdn,-0.2813559322068384,-1
207,1,4,00:00:00:00:00:06,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.005141019821167,rohe_test_stage,sdn,-0.3786976017709438,-1
218,1,4,00:00:00:00:00:06,3,2144,aaltosea1,rohe_test_isntance,experiment1,1.0034229755401611,rohe_test_stage,sdn,-42902.24695892917,-1
240,1,4,00:00:00:00:00:07,5,3324,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-119061.16439657066,-1
244,1,4,00:00:00:00:00:07,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0063629150390625,rohe_test_stage,sdn,-1.249154166134406,-1
249,1,4,00:00:00:00:00:07,6,4836,aaltosea1,rohe_test_isntance,experiment1,1.0064399242401123,rohe_test_stage,sdn,-0.4462025316474938,-1
253,1,4,00:00:00:00:00:07,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.004709243774414,rohe_test_stage,sdn,-0.7515315953766963,-1
258,1,4,00:00:00:00:00:08,2,1180,aaltosea1,rohe_test_isntance,experiment1,1.00624418258667,rohe_test_stage,sdn,-44970.867016099575,-1
271,1,4,00:00:00:00:00:08,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.005141019821167,rohe_test_stage,sdn,-0.12405201688988665,-1
273,1,4,00:00:00:00:00:08,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0016279220581055,rohe_test_stage,sdn,-0.4134430347870026,-1
276,1,4,00:00:00:00:00:08,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0063629150390625,rohe_test_stage,sdn,-1.249154166134406,-1
284,1,4,00:00:00:00:00:08,4,3282,aaltosea1,rohe_test_isntance,experiment1,1.0037548542022705,rohe_test_stage,sdn,-107447.19025961707,-1
294,1,5,00:00:00:00:00:04,135,204120,aaltosea1,rohe_test_isntance,experiment1,1.002737045288086,rohe_test_stage,sdn,-0.2499999999999012,-1
304,1,5,00:00:00:00:00:04,303,456666,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-1.7675925925925502,-1
305,1,5,00:00:00:00:00:04,226,341712,aaltosea1,rohe_test_isntance,experiment1,1.0016279220581055,rohe_test_stage,sdn,-0.4999999999999998,-1
307,1,5,00:00:00:00:00:04,180,272160,aaltosea1,rohe_test_isntance,experiment1,1.0026180744171143,rohe_test_stage,sdn,-0.39999999999941416,-1
319,1,5,00:00:00:00:00:04,154,232848,aaltosea1,rohe_test_isntance,experiment1,1.005669116973877,rohe_test_stage,sdn,-0.24999999999884603,-1
323,2,1,00:00:00:00:00:02,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0033800601959229,rohe_test_stage,sdn,-0.14356397463890325,-1
340,2,1,00:00:00:00:00:02,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.0063629150390625,rohe_test_stage,sdn,-3.2743705976815303,-1
341,2,1,00:00:00:00:00:02,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0044488906860352,rohe_test_stage,sdn,-0.43104490382898186,-1
348,2,1,00:00:00:00:00:02,3,2144,aaltosea1,rohe_test_isntance,experiment1,1.0037548542022705,rohe_test_stage,sdn,-54470.46639516835,-1
349,2,1,00:00:00:00:00:02,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.004709243774414,rohe_test_stage,sdn,-0.06133770646320036,-1
351,2,1,00:00:00:00:00:02,3,1770,aaltosea1,rohe_test_isntance,experiment1,1.005669116973877,rohe_test_stage,sdn,-73894.81876658119,-1
377,2,1,00:00:00:00:00:07,7,5052,aaltosea1,rohe_test_isntance,experiment1,1.0064399242401123,rohe_test_stage,sdn,-1.0000000000034595,-1
383,2,1,00:00:00:00:00:07,1,590,aaltosea1,rohe_test_isntance,experiment1,1.005669116973877,rohe_test_stage,sdn,-5.773809522818125,-1
385,2,1,00:00:00:00:00:08,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.0010969638824463,rohe_test_stage,sdn,-0.16144803231647242,-1
399,2,1,00:00:00:00:00:08,2,1554,aaltosea1,rohe_test_isntance,experiment1,1.005141019821167,rohe_test_stage,sdn,-80035.66554956566,-1
402,2,1,00:00:00:00:00:08,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.0057461261749268,rohe_test_stage,sdn,-1.1896858621484627,-1
404,2,1,00:00:00:00:00:08,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0063629150390625,rohe_test_stage,sdn,-1.0654711831754589,-1
410,2,1,00:00:00:00:00:08,2,2102,aaltosea1,rohe_test_isntance,experiment1,1.0034229755401611,rohe_test_stage,sdn,-0.1594344931633176,-1
412,2,1,00:00:00:00:00:08,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.0037548542022705,rohe_test_stage,sdn,-0.2898679406682181,-1
417,2,2,00:00:00:00:00:02,1,1512,aaltosea1,rohe_test_isntance,experiment1,1.0010969638824463,rohe_test_stage,sdn,-0.02411261504734563,-1
